pathway,SIM01_V1,SIM01_V2,SIM01_V3,SIM02_V1,SIM02_V2,SIM02_V3,SIM03_V2,SIM03_V3,SIM04_V1,SIM04_V2,SIM04_V3,SIM05_V1,SIM05_V2,SIM05_V3,SIM06_V1,SIM06_V2,SIM06_V3,SIM07_V1,SIM07_V2,SIM07_V3,SIM08_V1,SIM08_V2,SIM08_V3,SIM09_V1,SIM09_V2,SIM09_V3,SIM10_V1,SIM10_V2,SIM10_V3
EC:2.26.52.682,2751.482,2247.605,4875.584,4570.743,3222.38,5764.45,5450.794,0,785.257,3783.139,1731.485,2511.65,2001.096,3325.486,609.835,3125.045,4342.422,4143.222,0,0,1626.089,3402.223,3227.778,4366.524,3892.125,778.698,2168.697,2465.301,1917.792
EC:5.75.41.887,2512.088,1530.453,2101.586,3332.53,3864.066,3695.7,6228.013,712.252,1571.472,2207.717,2008.212,1641.457,4239.902,808.566,1188.416,2461.955,1199.9,4724.21,5925.332,2991.845,2713.622,3782.041,1856.775,6423.963,505.53,397.415,2638.881,3989.479,3792.153
EC:6.25.25.945,299.407,319.997,4640.196,2216.354,3203.155,1958.94,3657.963,3761.237,2560.563,3043.809,2996.692,4638.868,3847.71,4410.439,5745.731,0,3434.208,1165.334,4924.573,4149.28,1119.039,4991.855,395.336,1910.44,3490.268,1453.921,4226.836,5837.268,394.301
EC:3.13.25.265,7982.287,1397.609,0,21.72,4577.227,3358.204,5517.308,1061.218,4483.371,3098.857,3681.343,2192.239,0,4125.224,4771.165,3082.828,4276.965,2120.8,1912.736,316.067,3447.158,4134.516,2759.512,1095.81,3504.934,1096.17,949.188,6799.444,2864.079
EC:6.6.40.683,1346.505,1610.122,5076.797,503.401,2960.548,2853.774,1838.577,5805.874,3997.373,2209.345,5650.034,3117.255,8443.272,4066.367,4887.99,2646.016,3732.397,2415.491,1336.276,2970.723,0,1924.53,8091.286,9129.09,3249.517,3443.383,6455.782,1865.628,5029.656
EC:3.99.5.796,2874.026,2392.207,4321.534,2378.068,3659.566,4713.068,2689.607,3959.156,6627.508,2868.409,1745.531,2159.22,2962.302,2847.813,328.69,1288.2,1953.498,4795.526,2843.827,4306.878,2969.62,1951.469,4792.069,4976.356,1224.54,786.633,4965.968,0,3381.612
EC:3.8.85.692,2412.306,412.113,3087.356,0,2089.34,3174.781,5583.509,3341.701,4477.758,2237.334,7159.531,4646.657,5097.083,3127.459,0,3527.987,1830.257,2977.596,2331.449,4471.35,2214.494,1174.545,4344.821,3228.513,2317.188,748.236,1866.701,4044.13,7591.82
EC:5.19.32.374,2376.214,1356.496,2638.163,2054.605,2977.054,4452.431,4343.347,0,3761.197,1641.436,3154.158,3524.968,1192.448,4916.708,2583.346,1372.489,2876.012,1960.55,3795.762,1118.355,4359.544,2402.583,2244.918,876.154,0,563.92,4514.025,2150.857,2683.081
EC:3.70.59.857,4471.732,3188.653,2890.88,6872.915,1540.702,3050.41,3599.484,551.062,4466.306,3051.405,455.18,0,527.658,2904.069,0,2857.973,3106.916,3837.039,0,2883.154,4390.568,2624.908,5547.43,2539.756,0,2284.934,3506.845,2877.368,2213.266
EC:4.94.66.897,534.177,0,6059.406,1630.637,3605.507,4517.446,2350.675,6094.73,1212.031,2852.42,541.044,3458.493,6635.619,3767.649,5844.726,3679.786,3591.61,5831.343,3344.955,0,3170.815,3926.291,4134.039,3119.878,2786.36,1061.421,2340.459,0,3709.72
EC:6.6.18.954,3706.063,3472.002,5659.007,5111.826,1284.996,4533.093,902.764,1619.595,2141.795,2088.763,3804.725,0,2579.913,7960.699,0,0,3873.834,2438.278,3431.54,4583.724,4505.607,0,1729.599,3633.226,2882.018,5273.722,2412.122,6686.579,5332.275
EC:1.73.63.296,5516.756,739.138,1656.035,0,5449.789,858.489,2825.658,170.586,3587.088,642.657,1663.795,761.821,3992.048,1204.054,5517.528,1064.458,5820.707,3401.795,85.363,5478.496,4213.942,2415.192,0,3850.04,1715.071,4811.41,4918.498,0,2853.846
EC:3.27.75.474,2893.41,901.015,2790.135,1247.698,1446.045,1529.049,2299.378,2641.786,2495.051,2688.151,1640.782,5433.893,3055.058,1748.779,0,4325.755,375.326,2766.687,4735.528,3456.35,1905.296,145.573,5836.984,0,974.279,3113.502,3868.69,3167.4,5098.785
EC:5.87.77.777,4000.08,1654.061,472.222,1972.563,6584.077,363.321,235.34,3903.448,1343.395,340.486,101.613,3771.244,6597.411,1240.137,3654.619,2910.747,2584.425,3219.99,1089.425,3513.498,5413.385,3452.362,1832.165,1672.893,8107.52,3231.191,5026.682,4431.545,3588.441
EC:5.38.19.674,2296.59,1432.859,4732.126,2313.317,0,0,4781.513,76.594,4429.664,3923.277,3630.222,1998.598,0,439.662,3134.437,1840.449,3007.781,275.814,1612.498,3529.078,0,4386.095,1835.398,2050.578,6181.923,4371.918,3581.566,3468.792,3094.884
EC:2.29.68.862,4361.131,3546.298,2896.525,3167.011,4499.628,5502.215,0,1154.091,589.656,7301.868,3641.458,3761.613,5322.756,2583.179,4897.389,5067.503,4814.176,226.322,4378.168,150.026,2008.59,1101.789,1266.569,2318.494,4567.556,2893.657,1138.041,6748.407,3765.361
EC:2.96.40.26,2125.438,2844.216,4599.931,2216.44,391.744,4854.076,6177.833,4598.116,567.622,0,7366.149,5606.879,2055.199,1595.319,1107.007,5054.1,1280.918,5893.544,0,4346.717,4095.111,4311.502,838.73,3858.461,1031.057,4946.972,2752.12,2400.02,0
EC:3.69.76.299,2314.393,3226.213,1005.69,2240.117,6610.349,1656.401,3641.523,1283.286,3381.159,5006.345,4345.762,3904.239,4030.254,288.448,6855.502,2360.297,4766.082,5001.479,2724.38,3463.151,3248.711,2090.35,724.181,2104.878,3921.327,3993.203,3833.769,6522.809,2939.177
EC:4.15.36.986,1120.45,1717.262,3823.706,0,1004.053,1203.103,1875.895,943.131,6350.079,4563.329,2200.776,1201.067,3245.548,6137.133,3222.341,8347.574,4668.352,2748.085,0,2523.803,5621.402,1414.606,4911.939,238.292,2224.038,1198.711,1317.824,2748.519,3495.419
EC:6.1.28.88,7758.457,4941.441,680.368,2703.905,2705.766,4049.259,1989.172,1017.919,7082.385,1163.654,2302.057,5488.598,4096.045,4112.132,3966.54,4036.685,1465.167,1040.133,1083.603,2348.608,8093.144,2910.073,2456.647,5157.841,765.751,2919.666,5031.612,3555.758,1706.293
EC:2.11.87.497,1542.199,6634.325,1009.332,3327.722,3023.327,49.977,4105.773,3825.592,1845.355,1391.79,2966.539,8486.397,2667.377,4629.645,3057.215,4025.226,4397.936,4172.226,4392.995,3177.998,0,1321.812,1636.782,3731.57,2999.163,1939.484,4238.83,5044.595,538.893
EC:4.98.55.763,1264.31,5689.972,1110.483,4845.984,4583.673,2171.632,4915.182,4470.123,2061.441,3117.459,4424.495,2529.819,5226.46,514.625,1994.818,4062.082,770.17,0,2367.939,3248.134,4147.156,5575.924,5519.046,5017.583,3722.86,3665.77,1478.724,1883.619,52.984
EC:4.83.32.122,2231.312,2102.174,1015.617,1621.04,1837.719,3589.847,3983.802,5524.873,2626.859,1517.727,3066.604,2119.908,2066.282,5558.254,6692.598,3806.843,1226.732,5604.692,3388.939,1197.86,1244.796,2010.216,3711.335,394.78,2481.762,6871.081,3960.107,5004.685,3945.201
EC:2.56.97.530,1396.514,2811.404,4327.43,3724.4,0,5905.555,0,1632.336,674.819,1079.468,5514.849,3489.109,3676.497,4917.558,3757.221,4924.289,2165.731,4851.329,0,4163.612,261.309,1472.122,0,4344.096,3728.891,4392.309,3168.035,3589.446,7841.884
EC:2.70.42.183,6178.654,5268.293,5604.666,5713.94,308.767,1530.798,1528.98,4335.139,2854.434,1922.844,2426.146,5087.946,1372.154,2540.815,2156.563,662.804,928.332,4026.774,3913.33,2963.243,4159.452,980.44,3078.978,4681.388,0,5752.009,5549.065,3649.713,4784.725
EC:5.75.68.55,1048.56,6142.331,1159.794,3921.187,607.936,950.952,843.368,491.137,2866.509,2396.465,3794.73,2719.591,8275.114,3855.27,2636.098,675.342,2451.529,6531.369,3786.07,0,3072.052,1513.939,1673.488,3460.961,2292.381,3055.568,4263.034,2292.036,4770.248
EC:4.70.36.287,2267.982,0,651.885,1786.45,4261.304,2756.766,1903.364,4329.278,3596.571,7167.822,0,2314.831,4357.442,3103.288,3367.927,7160.284,4568.312,0,3566.965,1295.725,1584.275,2971.619,5847.68,435.242,8242.788,3720.518,4330.497,5732.634,6639.405
EC:4.88.56.814,2334.486,5444.313,2380.884,1929.316,4328.603,4160.009,7868.642,0,4599.739,3062.115,1872.087,2475.143,3649.886,6006.871,5363.943,4724.801,1464.454,6811.696,7087.655,3392.283,1168.029,3969.338,4055.513,2597.598,4790.185,0,3294.228,3521.495,3264.617
EC:3.91.52.903,3515.238,3942.99,0,4216.816,2801.956,1736.34,1830.487,6725.648,3332.279,1819.052,1958.042,1456.162,4094.654,5346.098,2665.73,871.819,3161.284,3465.541,4559.67,2636.134,4318.462,2689.119,9064.261,1308.498,1222.599,2095.953,3759.681,3854.959,2136.398
EC:1.67.87.657,5634.481,4077.332,3537.027,4760.262,2852.897,2344.412,5420.163,1891.21,3525.809,2427.09,4800.374,4750.037,3852.822,4424.397,3454.094,6352.187,2825.768,452.485,3371.671,5316.804,2031.943,2467.975,457.714,5931.994,1557.554,4999.536,6865.466,1274.592,3686.5
EC:4.37.85.59,2768.902,650.652,2143.143,3226.194,1508.769,5067.542,983.723,5207.86,2329.737,1298.296,903.525,2720.153,2361.713,4153.213,5397.824,4429.517,4319.255,3994.392,2529.08,5678.928,2439.25,1363.918,0,3126.058,5259.663,3804.348,3677.229,2581.049,4077.292
EC:6.49.87.49,3430.361,5498.84,1579.321,0,2502.494,6364.108,1648.455,3312.777,2093.814,5392.872,3345.288,357.686,1695.493,1479.227,2221.03,1330.391,5751.967,4113.904,96.068,5983.465,0,804.608,1721.885,881.099,1607.487,4375.423,3303.425,2299.794,2883.009
EC:6.3.75.967,6330.129,3998.221,3900.741,3321.984,2312.019,4807.186,2952.896,3917.924,1428.993,6603.989,612.996,5093.457,4488.12,5753.306,7947.859,0,1152.802,5200.351,776.431,3292.717,6294.485,5036.632,4948.657,0,4433.745,2623.687,5680.336,0,0
EC:3.17.39.305,488.422,3054.353,2319.545,941.05,5406.639,2856.179,3550.745,1346.066,5217.653,2264.085,7097.921,5824.606,0,4771.657,3056.024,3959.121,0,877.946,5263.601,3347.505,2905.843,4462.196,3711.571,3437.036,1963.234,3304.561,3522.672,1955.54,1317.981
EC:2.81.58.637,2868.869,4685.191,4513.574,5603.771,2234.666,5075.546,3635.611,3288.439,4160.858,3063.819,5365.293,2579.664,3413.035,1722.021,1037.007,5328.564,4496.411,1507.298,3135.797,3700.268,62.977,748.728,3764.125,2255.478,265.553,1340.88,3125.69,2008.559,185.608
EC:5.43.84.231,5491.001,1207.591,1486.499,432.781,565.911,6267.727,4566.474,4642.671,4533.887,4219.49,1461.155,1014.936,3844.76,4216.921,1994.333,1769.729,5976.379,2553.796,5022.808,4282.015,4048.421,1964.247,2637.414,5032.828,3805.835,0,5310.021,4537.708,5143.94
EC:1.40.13.968,0,4560.227,4068.555,3680.694,1071.086,3586.044,165.949,7862.407,4081.061,5150.518,1981.612,950.471,3972.594,4217.935,1905.866,2244.147,2286.824,0,1084.947,2285.346,2744.022,6495.831,1247.042,4720.533,3637.198,0,0,1384.643,4570.416
EC:6.44.12.370,0,5260.401,2910.619,2516.083,1806.029,2989.107,1521.669,2809.014,2198.727,4153.03,4815.176,4702.864,2294.219,4056.88,5710.189,4773.681,6222.431,29.038,0,1747.242,3139.007,3178.525,5949.186,4032.797,1943.675,1772.485,0,2408.715,5185.231
EC:3.58.82.454,5606.535,2883.318,5061.015,3087.629,3892.843,2048.593,3165.425,3292.517,739.113,2342.787,3276.556,1463.953,4569.331,5402.51,2325.453,2308.766,2691.521,5905.965,0,1346.576,1427.381,4983.208,3493.287,2032.89,566.046,1663.381,1152.73,2322.654,0
EC:2.63.66.336,3081.434,4096.368,3775.006,1403.948,2698.111,3698.297,4597.041,3259.756,2885.197,1528.979,7545.517,2054.472,3902.044,3663.767,1092.54,2100.172,2145.629,3301.625,4174.588,1615.994,6035.865,4804.893,5606.318,2886.365,34.677,4149.227,3924.487,2768.536,3888.457
EC:2.54.83.834,2243.974,2861.597,2346.676,2841.424,2369.005,3978.731,3165.601,3357.54,4293.425,4976.023,4446.066,3805.622,4767.906,1949.5,6666.309,1348.74,2978.233,2432.44,2068.18,3254.291,3718.826,1208.541,5656.054,2834.284,0,3664.778,735.378,171.655,0
EC:4.78.73.756,2740.786,4291.597,5203.044,4635.288,1625.999,207.364,3545.299,1550.761,0,3074.347,5639.517,3163.087,3543.214,4750.544,3553.647,5029.34,3349.207,2572.31,6500.839,3436.435,4283.817,7802.137,2879.59,3437.625,3941.639,681.048,3245.272,2518.084,502.6
EC:1.84.32.940,2871.188,8144.541,1767.665,1463.742,3742.229,3856.296,3572.832,2755.89,6522.39,2969.642,4628.859,5043.5,1625.686,959.407,6890.458,3718.87,4395.085,2927.58,5407.59,3194.844,2465.356,1055.328,3443.954,3652.075,2529.427,943.231,3710.65,0,3908.914
EC:1.41.47.845,4194.697,1874.396,2038.088,1269.417,4375.867,2683.742,2797.332,2680.126,2318.729,3988.734,0,1133.11,5840.405,5289.646,7044.107,957.567,3202.812,478.133,4052.969,2566.997,4727.567,677.44,526.222,6477.273,4712.037,3370.635,1359.449,8908.017,3339.297
EC:6.65.48.759,3004.369,0,3369.522,2366.655,0,3427.875,1686.555,2183.246,5993.513,2540.112,3918.219,598.79,3613.975,3149.015,3886.454,3692.253,2355.508,5713.171,1161.015,1933.518,6359.757,4779.036,3299.217,6350.927,3526.63,2335.953,708.96,4340.189,1887.021
EC:1.13.72.445,4609.626,3666.79,3855.761,5085.672,3402.63,1406.843,7379.728,726.251,4682.824,3398.013,889.411,3890.813,1376.09,1846.93,3171.172,3431.568,4150.892,2219.218,2061.785,5074.105,650.461,4800.818,4664.979,1327.44,1035.384,6127.917,2862.752,2383.531,4666.494
EC:6.91.90.663,7643.306,1567.965,2213.561,6964.33,3077.487,4947.18,3439.952,6178.206,5934.429,7280.859,1989.203,7185.597,2745.976,1901.764,3496.446,1831.336,3012.246,0,2204.13,1853.697,2001.434,2993.332,0,1589.017,5897.878,2512.063,2863.741,1095.583,0
EC:1.22.46.159,2670.095,4761.453,4021.409,4186.191,3344.593,1650.016,2933.866,4966.01,2665.453,1016.61,1133.178,4583.099,4976.124,5109.504,2662.151,0,5959.347,1100.041,2141.885,3155.155,3985.683,0,4767.749,2192.815,5350.732,2732.254,6017.543,4267.201,3258.852
EC:2.61.40.410,2333.821,886.245,4228.858,1079.09,4961.251,4277.363,4882.994,0,6463.009,2603.911,3234.622,0,4037.931,3735.454,1635.741,3151.669,4170.49,958.877,2892.521,3255.041,6519.348,3186.488,3699.43,3448.639,1406.949,358.633,3199.662,4157.215,3974.338
EC:4.34.1.653,3928.586,4264.722,1751.988,2825.096,138.292,3954.571,3868.772,5791.897,47.795,2470.352,214.734,4355.912,5567.53,3068.433,5185.797,5597.897,4367.499,774.948,2012.384,4199.519,2934.653,5927.537,5062.75,2315.706,2206.098,0,4229.246,241.021,1172.514
EC:4.21.60.925,1747.26,187.282,3219.01,1239.61,3363.456,3943.738,4696.827,4221.023,3180.823,6632.167,6409.393,975.334,2146.983,1463.905,1634.85,3362.294,2767.486,278.085,1097.518,3611.12,3186.322,4272.648,0,2179.164,3022.868,3306.748,879.247,8036.062,459.494
EC:1.15.36.22,687.27,4544.882,3804.148,4077.842,1164.101,3299.479,4218.347,4645.342,1219.671,4904.417,4545.163,1398.766,963.931,4364.693,6091.983,1385.315,1548.45,1786.442,580.532,2663.733,3237.288,5240.453,931.953,6922.963,2327.869,1822.824,5303.843,2015.425,4244.225
EC:2.66.58.778,2562.246,2202.762,1116.58,633.634,4145.269,515.239,5798.995,3125.695,2341.009,763.594,0,3961.227,5847.361,2494.422,2181.882,3340.747,2646.176,2045.444,518.345,3281.425,6187.445,4333.949,2346.697,2027.663,4169.408,5790.204,4475.667,1091.321,4895.01
EC:2.83.41.850,2596.305,887.123,1899.642,3694.235,3812.358,5437.839,0,2721.968,3064.082,1422.557,5611.672,4525.727,6424.473,2195.109,965.596,1468.88,3726.006,195.517,2475.542,5522.309,5051.602,4518.217,67.702,2972.518,4041.037,2949.269,0,2362.463,3559.967
EC:1.32.25.836,5035.715,2910.555,7632.368,4331.29,4185.32,2352.94,3763.73,732.357,866.679,0,2528.037,3966.747,4431.472,284.889,2262.413,3848.524,1245.633,1004.466,631.519,3359.973,2179.116,0,3534.912,1356.923,6927.237,0,3999.697,5009.823,2879.266
EC:1.17.57.108,6078.766,4351.798,731.967,2839.038,2039.275,5847.14,1910.038,3453.784,4133.037,1983.925,2944.465,2223.041,3236.598,3997.377,3139.014,2001.621,0,4080.474,4159.391,5216.757,2806.431,2562.392,2636.356,3513.953,4484.796,3840.494,3591.25,3569.657,3067.951
EC:1.32.80.226,2092.734,3595.039,1142.337,3709.133,2761.011,0,2042.854,3114.143,2058.508,1426.016,3909.427,2390.58,3493.402,4094.018,3344.173,2068.597,1900.242,1555.733,4236.854,2419.04,1991.538,3928.569,3797.003,6062.898,4277.169,3112.603,4218.244,4010.293,2601.103
EC:3.97.2.430,0,5750.638,1653.139,4938.244,5989.735,3929.273,5645.125,4476.907,3344.054,1858.15,2977.43,3610.996,0,5540.975,4523.182,1406.228,4038.231,3058.337,0,775.519,2451.175,6203.278,2229.984,800.887,2404.528,3810.543,2107.403,1527.66,4518.443
EC:1.80.30.358,2955.621,1711.438,3373.524,3109.301,3707.163,2083.016,4679.129,1672.619,4632.175,2119.347,3120.174,6357.032,3590.35,1497.302,495.554,3388.467,2900.541,1739.084,3881.71,2105.995,6568.683,2414.084,3340.886,5437.544,355.334,3567.133,495.192,2338.323,5282.273
EC:5.8.47.548,5039.603,0,1710.907,2715.892,3255.919,1444.836,3527.669,6108.071,3228.299,2794.481,710.215,3080.603,1476.786,6695.891,2003.586,206.173,4351.893,2542.608,6212.683,3568.056,6219.374,2028.544,1950.427,3884.949,5629.703,6015.032,1281.82,1289.968,4043.278
EC:4.13.65.972,3971.331,3498.578,3529.685,1167.948,8113.887,4134.428,4161.673,3562.943,2979.128,2363.38,3951.682,3869.78,0,2435.767,2504.802,2722.675,0,2154.486,5421.246,2080.316,1469.414,53.976,4010.322,2801.445,2855.62,3362.669,1043.55,4169.265,3244.704
EC:1.29.87.240,5772.563,3778.082,612.744,2496.893,915.006,1329.585,1404.749,2195.527,2601.457,1861.942,4427.133,6319.089,1782.789,1986.342,0,1835.584,1545.133,2573.88,0,5492.968,6574.477,1675.361,3272.561,6779.582,6747.959,2805.948,265.631,4969.137,469.864
EC:3.60.34.651,1659.33,2555.417,4180.114,4859.976,2883.623,3000.775,6402.192,1912.24,912.668,2016.869,1043.04,3994.859,392.983,3968.179,1719.078,4833.134,3497.76,4702.448,1739.313,2644.165,5243.185,3410.241,2282.749,1085.907,4733.202,2555.218,6985.673,2696.846,4115.112
EC:4.47.20.766,5384.29,4994.22,4667.69,1558.948,1461.792,2644.178,2429.533,3413.633,2751.493,1189.285,2492.591,5210.695,1752.785,1889.418,2901.972,2780.735,2491.918,4785.653,5084.276,2380.539,2232.077,4238.612,236.554,2514.84,3540.241,3993.698,2752.951,2559.194,1802.341
EC:2.82.11.327,3856.254,2258.673,2869.689,2357.7,284.702,1840.591,4637.923,8065.139,391.703,381.672,4658.294,501.011,2439.023,0,2215.122,1802.749,2266.84,4127.722,5839.448,2542.926,0.173,3880.619,6442.344,3237.366,4772.014,5901.789,3988.61,2992.339,2847.248
EC:6.90.5.190,0,1495.873,1731.272,2571.188,968.062,3380.589,4796.438,3734.114,4831.713,528.363,3441.659,3013.033,5992.615,4752.761,4557.467,1916.101,5634.241,5265.082,768.85,0,3191.476,3825.151,3053.499,2782.016,2203.781,5408.419,812.923,2156.722,4075.148
EC:2.3.72.115,1776.429,3192.924,6197.446,3423.12,1996.625,324.923,2789.706,9165.79,875.062,1552.047,4848.507,261.16,3860.625,1859.661,0,0,3650.737,2478.606,7195.079,4357.741,4372.96,4386.984,4001.676,5080.361,1862.629,4102.433,1648.251,1386.143,2842.239
EC:3.17.53.54,2093.63,2662.892,2909.378,0,2988.327,1357.822,4355.521,3300.067,3929.675,4726.493,2872.58,2585.248,0,2291.047,5275.24,5059.367,2886.55,0,3629.487,787.054,1949.31,1641.64,8774.313,3574.745,5660.963,4234.205,4669.891,4155.691,0
EC:5.56.22.205,4527.263,7719.738,4512.39,5505.014,585.392,4022.413,4333.661,2678.69,945.012,1463.484,4745.12,4585.602,3647.647,385.618,0,3677.796,4984.471,720.218,0,4106.326,4480.494,1159.919,3384.609,3150.028,1583.02,4227.437,2298.814,5993.293,1144.37
EC:2.96.70.454,5143.497,2906.896,4547.96,6744.296,5033.158,817.088,1201.768,2911.256,5888.337,2893.562,3503.743,8602.257,1780.625,2786.704,2406.874,4271.481,1898.558,3951.015,2824.291,0,6578.551,2770.771,1654.762,1481.452,2033.048,4396.622,4408.465,2477.82,0
EC:1.4.67.813,6592.682,2564.004,4150.971,5227.656,1909.244,2861.099,5398.631,763.608,847.192,1161.849,7035.904,1229.046,1922.82,0,3643.997,2369.912,1563.148,3811.103,3263.813,4160.491,6054.751,7052.087,3094.454,1272.281,313.558,994.389,1334.666,3182.932,4607.525
EC:1.99.89.697,5473.975,4309.719,9115.126,354.515,3078.325,3716.507,2029.426,2219.335,2500.13,4519.757,1565.328,1871.38,4279.371,2817.146,3133.844,0,3000.435,3111.497,2583.899,415.441,5675.545,2218.112,3914.353,3762.709,3864.358,6473.599,1464.546,6414.966,9077.314
EC:6.45.37.564,1499.813,3270.937,2865.869,862.876,2587.889,973.642,1289.06,1820.83,7903.298,2873.789,4640.481,15.834,4442.023,2992.675,2422.452,4460.807,2051.92,1885.987,1654.462,1562.782,3393.967,2291.306,3245.978,5078.988,3202.715,2293.574,1709.871,0,3733.35
EC:5.5.96.618,5055.984,4057.776,4811.691,1090.133,1641.42,2898.953,896.473,5342.114,0,914.526,5754.931,2045.118,1399.359,5013.478,3497.25,3901.536,4794.119,4658.387,2134.604,2308.297,1766.47,5577.24,211.606,2336.799,4516.232,1298.895,2863.501,0,3008.37
EC:1.1.99.555,2849.405,910.572,1648.346,2801.438,3289.479,2683.239,5823.893,752.646,6628.398,4468.673,170.984,3841.743,4986.325,3233.736,3869.903,5408.586,3768.566,2678.644,2480.04,2305.019,4515.823,1691.285,3963.749,2021.986,3851.441,4748.344,3967.49,2015.699,2759.52
EC:2.21.18.834,2120.872,2535.177,5480.663,4723.807,4722.126,2050.395,1746.688,2266.173,3695.541,1001.669,1874.917,1359.608,3705.158,3704.584,2886.986,2667.283,365.938,2137.982,0,4802.725,2268.133,1197.653,2441.444,1040.396,3318.434,0,5333.913,1478.03,6585.878
EC:6.55.89.692,4921.726,1911.155,1052.988,2497.566,0,2748.652,3735.75,2341.831,2966.038,5081.428,3453.435,5279.791,2253.539,728.904,3313.678,1416.791,277.976,544.252,3954.867,5784.446,1822.283,1187.938,4503.929,0,2151.216,4417.672,4037.754,5438.745,0
EC:5.6.92.722,6009.924,474.063,2040.994,1788.761,3792.135,3380.038,3883.329,2283.284,4199.143,937.268,0,4835.089,1494.406,5476.612,2738.887,0,6750.736,0,318.427,3925.876,3523.182,2820.677,588.263,540.329,4663.045,6025.984,4772.049,1666.078,2621.969
EC:5.65.69.119,4222.862,4366.115,1256.126,1018.092,2616.356,7053.776,2272.828,2112.007,4804.623,1330.746,5399.179,1234.969,5856.071,6167.621,2567.941,3789.569,4066.033,2791.552,857.702,5618.744,3209.763,5976.89,5033.42,3640.361,6583.836,3416.653,7092.573,3070.22,0
EC:4.42.76.822,7248.27,5510.177,6951.611,2815.515,2633.627,5626.833,3744.771,778.317,2147.211,0,2802.31,4867.222,1261.886,3335.088,1778.18,3861.648,4073.44,5500.293,4510.524,3221.238,4270.823,1565.518,2603.269,2876.418,5493.797,2562.954,0,0,1668.534
EC:5.50.5.779,1219.391,2434.909,6369.461,1453.761,2807.437,3035.343,3857.81,2828.91,1806.968,1379.179,3706.544,7482.392,1516.253,2305.495,1513.687,3145.762,0,1685.834,2461.637,2914.63,30.398,2589.45,1910.167,0,1544.842,7689.578,1486.767,0,2375.487
EC:2.63.3.298,760.583,2702.031,5072.442,3784.814,2939.19,5106.573,3852.172,1757.33,1347.775,4239.356,1829.477,6281.989,0,426.775,618.75,4559.741,6818.048,2960.735,3685.868,1898.403,2963.805,6568.344,1385.299,3326.739,1416.745,336.904,101.089,4807.88,2289.43
EC:6.65.50.402,3299.772,3784.463,466.451,4975.431,4413.058,2685.391,2062.34,4420.437,4152.752,3796.995,3570.238,5434.289,2481.552,2155.215,1305.051,2843.536,3112.179,0,840.585,6063.205,2032.784,3711.364,4368.109,3692.808,3894.89,5164.271,2314.446,3508.023,0
EC:4.42.58.236,1275.083,1750.26,4926.991,3297.46,2891.287,4299.627,2711.97,3983.16,6093.204,1241.862,412.319,4774.618,1715.056,0,1817.252,5127.983,5448.367,3314.053,0,2885.874,2459.885,3599.317,3124.969,911.267,4776.27,5076.789,4601.41,0,3440.301
EC:4.35.62.23,0,5396.776,4074.8,3024.982,4070.033,3948.402,4155.05,4853.883,0,1310.293,0,1611.472,4693.458,2100.789,2306.24,6503.515,4520.658,4307.93,129.892,5615.238,1615.224,121.116,6685.869,4952.012,2738.49,3713.359,8285.388,5059.623,2445.364
EC:6.90.64.462,3986.825,2343.059,2424.864,194.71,883.46,5676.63,4586.911,4007.049,3739.339,3149.608,4493.025,1685.696,1952.833,4197.071,4195.688,2870.733,6348.796,1243.742,2905.706,1355.371,2175.494,2417.469,643.864,4290.406,4636.695,2268.639,2534.055,3396.57,199.899
EC:1.46.41.895,938.908,8493.992,2739.699,1613.2,4016.51,4430.591,7959.402,3066.553,7917.141,4256.254,5116.82,5040.361,4540.466,4833.212,3822.304,3137.8,0,7400.827,2448.597,2269.533,3636.475,4631.784,5830.908,4604.895,4354.706,8192.617,1364.693,50.48,6739.802
EC:2.2.8.473,4937.947,6192.521,3808.583,3719.264,4964.488,4451.952,1620.222,3829.403,3227.318,2276.864,2865.144,3575.941,4286.581,2681.514,5365.586,5517.464,3794.919,2475.629,2089.532,3093.28,0,1581.489,5524.555,4905.611,5527.067,4532.06,3483.911,3829.002,2138.868
EC:5.87.29.987,7382.468,7168.592,2636.63,3377.677,3398.705,2403.906,6775.087,6106.697,5259.45,1110.378,2469.9,5111.004,1716.374,5066.017,2780.471,2886.233,2131.133,5807.778,2487.219,3248.908,4105.482,6539.573,3006.997,297.416,3117.609,419.342,2917.553,3051.343,3734.345
EC:5.72.15.632,2696.803,1323.331,2370.146,1682.754,2528.082,4736.807,2871.318,4707.509,4187.044,778.755,679.579,4044.175,4450.594,3313.009,3074.242,3121.142,1474.274,403.832,4557.233,4779.373,5638.844,4109.949,4928.622,3069.473,4766.47,4682.839,0,0,2758.056
EC:6.8.68.818,4.763,5459.413,6671.712,2556.696,2921.472,1047.718,4949.396,2242.288,2918.464,2581.274,2218.722,5231.843,2633.386,1476,0,3198.867,3009.88,314.068,1955.583,5564.027,3211.465,3464.386,3947.199,6045.758,4330.221,3027.169,4057.516,577.029,3338.257
EC:5.94.8.108,2671.994,3471.703,1073.52,2742.496,3514.233,4794.034,0,0,1907.834,5170.828,1023.518,3348.899,5054.172,2130.289,2233.207,4856.705,4266.99,1818.816,4020.288,1798.027,1819.804,720.341,3079.66,1719.724,3217.661,3100.24,3883.739,2787.059,4039.732
